size (cm),shape,weight (g),avg_price (₹),color,taste,fruit_name
5.7,round,157.3,86.7,red,sweet,apple
25.2,round,2915.3,155.8,green,sweet,watermelon
6.3,round,191.7,60.1,green,sour,guava
7,round,243.1,114.6,red,sweet,pomegranate
6.7,round,185.6,62.2,green,sour,guava
1,round,4.8,39.5,blue,sweet,blueberry
6.9,round,198.8,65.7,green,sour,guava
2.1,round,15.9,52.6,pink,sweet,lychee
5.6,round,152,85.5,red,sweet,apple
4.2,round,45.5,65.1,purple,tangy,plum
6.3,round,181.5,60.9,green,sour,guava
6.8,round,181,60.9,green,sour,guava
6.2,round,137.1,75.1,red,sweet,apple
16.7,round,1286,95.3,brown,sweet,coconut
4.7,oval,45.3,20.1,orange,tangy,orange
0.9,round,4.8,41.6,blue,sweet,blueberry
7.3,oval,162.1,64,green,sweet,pear
3.2,oval,10.3,27.8,red,sweet,cherry
15,oval,1247.3,84.1,brown,tangy,pineapple
2,round,15.8,50.4,pink,sweet,lychee
1,round,4.5,37.1,blue,sweet,blueberry
4.1,round,53.9,73,purple,tangy,plum
4.1,round,50.8,66,purple,tangy,plum
15.8,oval,1250.5,85.3,brown,tangy,pineapple
26.2,round,2718,153.8,green,sweet,watermelon
9.3,oval,252.6,109.1,yellow,sweet,mango
5.2,oval,48,22,orange,tangy,orange
7.5,oval,185.8,69.8,green,sweet,pear
6.2,round,164.2,77.7,red,sweet,apple
5.9,round,162.3,78.8,red,sweet,apple
1,round,5.5,43.4,blue,sweet,blueberry
22.8,round,3205.7,140.4,green,sweet,watermelon
19.9,oval,1545.6,74.8,orange,sweet,papaya
2.2,round,14.8,49.6,pink,sweet,lychee
17.7,round,1215.5,109.1,brown,sweet,coconut
3.7,round,47.9,65.7,purple,tangy,plum
1.9,round,14.6,53.4,pink,sweet,lychee
1.9,round,15.7,52.1,pink,sweet,lychee
4.8,oval,55,19.2,orange,tangy,orange
10.8,long,127.7,38.1,yellow,sweet,banana
8.2,oval,257.8,109.4,yellow,sweet,mango
1.1,round,4.6,38.4,blue,sweet,blueberry
7.2,oval,182.9,69.3,green,sweet,pear
23.7,round,2867.3,156.6,green,sweet,watermelon
8.2,oval,184.4,63.4,green,sweet,pear
3.9,round,54.5,64.5,purple,tangy,plum
18.2,round,1172.8,93,brown,sweet,coconut
3,oval,19.9,54.3,red,sweet,strawberry
1,round,4.9,10.2,purple,sweet,grape
10.2,oval,429.8,157.3,pink,sweet,dragon fruit
9.9,oval,414,142.1,pink,sweet,dragon fruit
17.4,round,1217.3,91.4,brown,sweet,coconut
1.1,round,5.1,41.8,blue,sweet,blueberry
8.5,round,305.8,98.4,green,sweet,custard apple
7.7,oval,183.4,68.7,green,sweet,pear
25.8,round,3185,137.3,green,sweet,watermelon
17.7,round,1218.7,103.6,brown,sweet,coconut
5,oval,78.6,103.6,brown,tangy,kiwi
2.8,oval,10.9,32.3,red,sweet,cherry
4.9,oval,69.3,97.7,brown,tangy,kiwi
7.5,round,213.4,63.3,green,sour,guava
24.8,round,3150,143,green,sweet,watermelon
6.2,round,140.2,81,red,sweet,apple
7.9,round,298.4,89,green,sweet,custard apple
6.7,round,196.5,63.8,green,sour,guava
3.2,oval,21.2,57.9,red,sweet,strawberry
14.8,oval,1240.3,94.5,brown,tangy,pineapple
1.1,round,5.4,36.1,blue,sweet,blueberry
1,round,4.6,38.7,blue,sweet,blueberry
1,round,5.2,38.7,blue,sweet,blueberry
10.6,long,112,42.8,yellow,sweet,banana
7.4,round,251.4,116.3,red,sweet,pomegranate
5,oval,46.5,19.7,orange,tangy,orange
5.2,oval,48.2,21.9,orange,tangy,orange
13.9,oval,1260.7,91,brown,tangy,pineapple
1.1,round,4.9,36.1,blue,sweet,blueberry
9.9,oval,361.1,155.9,pink,sweet,dragon fruit
21.2,oval,1636.5,83.1,orange,sweet,papaya
4.3,round,50.3,69.1,purple,tangy,plum
2,round,15.4,45.3,pink,sweet,lychee
22.7,round,3085.7,161,green,sweet,watermelon
8.4,oval,194.5,66.5,green,sweet,pear
18.9,oval,1593.7,81.7,orange,sweet,papaya
4.5,oval,53.9,20.2,orange,tangy,orange
8.4,oval,268.7,116.7,yellow,sweet,mango
8.6,round,318,94.3,green,sweet,custard apple
5.2,oval,45.3,20.3,orange,tangy,orange
9.1,oval,395.8,159.2,pink,sweet,dragon fruit
5.2,oval,47.7,20.2,orange,tangy,orange
4.7,oval,52,21.1,orange,tangy,orange
8.5,round,321.9,85.6,green,sweet,custard apple
9.9,oval,437,138.4,pink,sweet,dragon fruit
9.8,oval,426,161.1,pink,sweet,dragon fruit
9.5,oval,414.9,148.7,pink,sweet,dragon fruit
2.1,round,13.7,54.3,pink,sweet,lychee
6.9,round,182.9,58.8,green,sour,guava
6,round,138.3,73.8,red,sweet,apple
0.9,round,5.4,11,purple,sweet,grape
16.4,oval,1288.4,89.7,brown,tangy,pineapple
8.2,round,305.3,87.6,green,sweet,custard apple
4.1,round,53.1,63.4,purple,tangy,plum
7,round,226.7,117.3,red,sweet,pomegranate
2.7,oval,10.4,28,red,sweet,cherry
9.6,long,112.6,43.9,yellow,sweet,banana
4.8,oval,49.6,18.2,orange,tangy,orange
5.9,round,156.9,74.9,red,sweet,apple
18,oval,1390.2,84.2,orange,sweet,papaya
19.5,round,1287.3,98.2,brown,sweet,coconut
4.6,oval,73.8,106.3,brown,tangy,kiwi
5.9,round,136.4,77.2,red,sweet,apple
10.9,oval,435.8,156.1,pink,sweet,dragon fruit
6.2,round,163.4,77.4,red,sweet,apple
4.8,oval,49.7,18.5,orange,tangy,orange
24.3,round,2901.9,140.8,green,sweet,watermelon
9.3,oval,387.4,143.3,pink,sweet,dragon fruit
14.5,oval,1166,86.3,brown,tangy,pineapple
9.4,oval,426.9,143,pink,sweet,dragon fruit
7.4,round,206.1,58.3,green,sour,guava
4.7,oval,75.5,105.4,brown,tangy,kiwi
7.1,round,187.1,55.6,green,sour,guava
5.1,oval,46.7,19,orange,tangy,orange
4.7,oval,53.2,18.1,orange,tangy,orange
1,round,4.6,10.6,purple,sweet,grape
2.9,oval,21.6,62.9,red,sweet,strawberry
6.3,round,155,75,red,sweet,apple
16.5,oval,1093.6,92.4,brown,tangy,pineapple
6.5,round,266,126.1,red,sweet,pomegranate
7.8,oval,195,76.2,green,sweet,pear
4.8,oval,75.8,99.8,brown,tangy,kiwi
3,oval,19.5,65.8,red,sweet,strawberry
7.4,round,238.5,113.9,red,sweet,pomegranate
8.3,round,282.7,94.5,green,sweet,custard apple
7.5,round,268.9,110.8,red,sweet,pomegranate
10.8,oval,376.4,159.8,pink,sweet,dragon fruit
2.8,oval,9.5,29,red,sweet,cherry
6.9,round,262.3,111.5,red,sweet,pomegranate
6.5,round,233.6,114.8,red,sweet,pomegranate
0.9,round,4.7,9.7,purple,sweet,grape
8.6,oval,163,67.8,green,sweet,pear
5,oval,45.6,20.8,orange,tangy,orange
2.2,round,14,46.8,pink,sweet,lychee
7.6,round,313.4,97.6,green,sweet,custard apple
0.9,round,4.8,9.7,purple,sweet,grape
5.1,oval,46.5,20,orange,tangy,orange
4.7,oval,45.2,18.4,orange,tangy,orange
7.5,round,215,55.3,green,sour,guava
5.1,oval,46.1,18.1,orange,tangy,orange
7.7,round,238.6,117,red,sweet,pomegranate
2.8,oval,10.9,31.8,red,sweet,cherry
6.6,round,142.3,82.2,red,sweet,apple
0.9,round,5.3,9.4,purple,sweet,grape
3.2,oval,9.7,29.5,red,sweet,cherry
5.9,round,156.7,75.9,red,sweet,apple
3.9,round,45.5,76,purple,tangy,plum
9.3,oval,382.9,161.7,pink,sweet,dragon fruit
15.2,oval,1310.8,86.2,brown,tangy,pineapple
1,round,5.5,36.4,blue,sweet,blueberry
19.5,oval,1489.1,81.1,orange,sweet,papaya
4.4,round,53.3,67.4,purple,tangy,plum
1.9,round,14.7,54.5,pink,sweet,lychee
3,oval,10.3,27.5,red,sweet,cherry
5.3,oval,54.8,18.3,orange,tangy,orange
7.6,round,297.9,95.9,green,sweet,custard apple
1,round,5.1,9.6,purple,sweet,grape
0.9,round,4.9,40.6,blue,sweet,blueberry
4.2,round,54.8,68.2,purple,tangy,plum
2,round,16.4,49.3,pink,sweet,lychee
8,round,308.4,95.5,green,sweet,custard apple
2.1,round,14.7,46.1,pink,sweet,lychee
8.7,round,303.2,84.1,green,sweet,custard apple
1,round,5.3,39.1,blue,sweet,blueberry
3.9,round,52.5,63.4,purple,tangy,plum
5.9,round,162.1,82.4,red,sweet,apple
3.2,oval,10.9,32.3,red,sweet,cherry
7.4,round,207.9,54.9,green,sour,guava
2.7,oval,10.7,27.3,red,sweet,cherry
4.1,round,53.3,76.1,purple,tangy,plum
4.9,oval,46.3,19.2,orange,tangy,orange
7.4,round,282.3,92.9,green,sweet,custard apple
18.9,round,1253.2,94.2,brown,sweet,coconut
3.7,round,48.8,63.4,purple,tangy,plum
7.5,round,296,85.9,green,sweet,custard apple
25.7,round,3267.2,162.7,green,sweet,watermelon
0.9,round,4.5,10.3,purple,sweet,grape
6.3,round,204.2,58.2,green,sour,guava
26.2,round,3221.9,138.1,green,sweet,watermelon
6.6,round,230.5,111.4,red,sweet,pomegranate
4.6,oval,78.6,110,brown,tangy,kiwi
9.1,oval,265.6,130.8,yellow,sweet,mango
8.3,oval,176,70.2,green,sweet,pear
4.6,oval,49.1,18.9,orange,tangy,orange
2.2,round,15.7,53,pink,sweet,lychee
10.1,oval,428.4,142,pink,sweet,dragon fruit
1.1,round,5,37.4,blue,sweet,blueberry
3.1,oval,9.9,29.6,red,sweet,cherry
14.8,oval,1115.1,98.3,brown,tangy,pineapple
7.3,round,262.4,108.6,red,sweet,pomegranate
4.3,round,53.2,64.8,purple,tangy,plum
15.7,oval,1247,92.3,brown,tangy,pineapple
10.2,long,111.3,43.9,yellow,sweet,banana
7.4,round,226.1,117.1,red,sweet,pomegranate
8.9,oval,242.7,125.3,yellow,sweet,mango
14.7,oval,1178.3,84.7,brown,tangy,pineapple
17.7,round,1182.3,91.5,brown,sweet,coconut
4,round,53.1,70.7,purple,tangy,plum
9.2,long,129.1,36.7,yellow,sweet,banana
6.4,round,190.2,61.8,green,sour,guava
9.3,long,113.7,36.3,yellow,sweet,banana
3.7,round,45.8,73.1,purple,tangy,plum
17.5,round,1161.1,90.8,brown,sweet,coconut
19.7,round,1285.5,103.3,brown,sweet,coconut
3.2,oval,20.7,64.8,red,sweet,strawberry
13.9,oval,1289.1,97.9,brown,tangy,pineapple
7.8,round,276.4,98.6,green,sweet,custard apple
16.4,oval,1299,84.6,brown,tangy,pineapple
1,round,5,10.8,purple,sweet,grape
4.3,round,54.6,65.9,purple,tangy,plum
0.9,round,5.1,36,blue,sweet,blueberry
1,round,5,10.1,purple,sweet,grape
2.2,round,15.5,53.5,pink,sweet,lychee
4.7,oval,51.4,19.2,orange,tangy,orange
6.9,round,213.7,63.4,green,sour,guava
2.1,round,14,45.6,pink,sweet,lychee
9.9,long,116.1,43.2,yellow,sweet,banana
19.7,round,1148.8,102.4,brown,sweet,coconut
2.7,oval,9.5,29.7,red,sweet,cherry
8.7,oval,266.5,128.2,yellow,sweet,mango
8.7,oval,194.1,65.4,green,sweet,pear
5.4,oval,54.9,18.4,orange,tangy,orange
5.5,oval,54.6,21,orange,tangy,orange
1,round,5.1,10.9,purple,sweet,grape
4.9,oval,73.1,109.9,brown,tangy,kiwi
15.7,oval,1237.2,86.2,brown,tangy,pineapple
0.9,round,5.3,40.8,blue,sweet,blueberry
8.7,round,301.1,87.4,green,sweet,custard apple
2.9,oval,20.1,62.6,red,sweet,strawberry
3.2,oval,10.7,27.8,red,sweet,cherry
21.2,oval,1364.1,79.5,orange,sweet,papaya
8.4,oval,239.2,110.9,yellow,sweet,mango
16,oval,1232.3,98.8,brown,tangy,pineapple
7.7,round,301.8,83.7,green,sweet,custard apple
1,round,4.8,36.9,blue,sweet,blueberry
16.3,round,1319.1,96.7,brown,sweet,coconut
2.9,oval,20.3,55.8,red,sweet,strawberry
5.2,oval,68.4,98.6,brown,tangy,kiwi
25.8,round,2844.2,137.5,green,sweet,watermelon
21,oval,1603.4,73.5,orange,sweet,papaya
16.4,round,1108.5,91.3,brown,sweet,coconut
20,oval,1504.2,76.6,orange,sweet,papaya
1,round,5.3,9.8,purple,sweet,grape
3.2,oval,20.6,64.3,red,sweet,strawberry
4.5,oval,51.5,21.3,orange,tangy,orange
25.3,round,3008.2,141.4,green,sweet,watermelon
6.8,round,184.4,63.2,green,sour,guava
3.1,oval,20.6,65.7,red,sweet,strawberry
3.1,oval,9.9,30.9,red,sweet,cherry
7.6,round,323.7,98.5,green,sweet,custard apple
6.6,round,231.8,114.6,red,sweet,pomegranate
16.3,oval,1250,97.3,brown,tangy,pineapple
5.4,oval,49,20.1,orange,tangy,orange
5.1,oval,70.1,90.7,brown,tangy,kiwi
5.7,round,135.8,81.8,red,sweet,apple
6.5,round,245.2,120.4,red,sweet,pomegranate
6.6,round,199.1,59.6,green,sour,guava
5.3,oval,49.3,21.7,orange,tangy,orange
18.6,oval,1370.2,85.2,orange,sweet,papaya
7.4,round,229.9,123.4,red,sweet,pomegranate
19.2,oval,1400.8,77.2,orange,sweet,papaya
10,long,115.3,42.2,yellow,sweet,banana
6.6,round,255.1,129.6,red,sweet,pomegranate
18.2,round,1091.5,98.1,brown,sweet,coconut
4.5,oval,79.6,101.4,brown,tangy,kiwi
9.2,oval,389.3,148.8,pink,sweet,dragon fruit
1.1,round,5.2,40.8,blue,sweet,blueberry
3.7,round,48.6,73.8,purple,tangy,plum
15.4,oval,1177.4,95.9,brown,tangy,pineapple
5.4,round,155.4,84.3,red,sweet,apple
20.9,oval,1594.5,72.9,orange,sweet,papaya
8.1,round,309.7,90.3,green,sweet,custard apple
20,oval,1545.3,72.5,orange,sweet,papaya
2.8,oval,10.4,31.8,red,sweet,cherry
2.8,oval,9.5,28.7,red,sweet,cherry
14.1,oval,1101.9,98.4,brown,tangy,pineapple
2.8,oval,9.8,32,red,sweet,cherry
7.7,round,326.4,89.6,green,sweet,custard apple
3.7,round,51.2,64.6,purple,tangy,plum
26.1,round,3008,162.8,green,sweet,watermelon
1.1,round,5,39.2,blue,sweet,blueberry
3,oval,21.9,54.9,red,sweet,strawberry
5.7,round,136.1,82,red,sweet,apple
16.3,round,1187.6,101.3,brown,sweet,coconut
8.5,oval,239.1,117.4,yellow,sweet,mango
2.9,oval,10,27.6,red,sweet,cherry
6.4,round,186.2,58.6,green,sour,guava
1.1,round,4.6,37.9,blue,sweet,blueberry
9.6,oval,430.5,154.9,pink,sweet,dragon fruit
4.6,oval,81.4,100.7,brown,tangy,kiwi
6.9,round,268.7,116.6,red,sweet,pomegranate
9.2,oval,401.4,165,pink,sweet,dragon fruit
0.9,round,5,10.8,purple,sweet,grape
26.7,round,3060.3,135.9,green,sweet,watermelon
4.6,oval,50.7,19,orange,tangy,orange
5.3,oval,54.3,18.8,orange,tangy,orange
6.5,round,232.6,122,red,sweet,pomegranate
9.3,oval,266.3,114.8,yellow,sweet,mango
9.6,oval,270,108.5,yellow,sweet,mango
1.1,round,5.5,10.3,purple,sweet,grape
21,oval,1451.7,80.6,orange,sweet,papaya
1.8,round,14.2,48.8,pink,sweet,lychee
1,round,4.6,37.5,blue,sweet,blueberry
25.7,round,2883.9,139.3,green,sweet,watermelon
6.4,round,194.3,63.8,green,sour,guava
5.2,oval,73.4,94.8,brown,tangy,kiwi
1.9,round,15.3,47.4,pink,sweet,lychee
7.6,round,287.1,81.3,green,sweet,custard apple
6.6,round,240.6,112.3,red,sweet,pomegranate
6.4,round,160.2,80.9,red,sweet,apple
0.9,round,5.3,10.1,purple,sweet,grape
9.4,long,125,37.6,yellow,sweet,banana
5,oval,46.6,21.7,orange,tangy,orange
5.1,oval,50.3,20.8,orange,tangy,orange
26.9,round,2884.1,138.6,green,sweet,watermelon
0.9,round,4.6,9.4,purple,sweet,grape
8.5,oval,249.4,112.9,yellow,sweet,mango
2.8,oval,9.7,29.8,red,sweet,cherry
1.8,round,14.4,51.6,pink,sweet,lychee
7.7,oval,187.5,70.5,green,sweet,pear
5.2,oval,73.8,103.5,brown,tangy,kiwi
7.7,oval,171.6,67.8,green,sweet,pear
1,round,4.9,42.9,blue,sweet,blueberry
9.3,oval,385.8,157.5,pink,sweet,dragon fruit
4.1,round,50.8,73.4,purple,tangy,plum
1.1,round,5,10.8,purple,sweet,grape
4.9,oval,48.4,18.1,orange,tangy,orange
3.3,oval,9.6,31.8,red,sweet,cherry
6,round,160.5,77.6,red,sweet,apple
1,round,4.5,10.7,purple,sweet,grape
5.4,oval,73.3,90.8,brown,tangy,kiwi
1,round,5.4,41.8,blue,sweet,blueberry
9.7,long,112.1,37.4,yellow,sweet,banana
5.8,round,157.1,72.8,red,sweet,apple
2.8,oval,9.4,28.1,red,sweet,cherry
20.8,oval,1364.8,85.4,orange,sweet,papaya
4.9,oval,49,18.1,orange,tangy,orange
4.1,round,46.6,74.5,purple,tangy,plum
9.1,long,109.6,43,yellow,sweet,banana
4.3,round,53.5,70.4,purple,tangy,plum
9.1,oval,229.5,122.2,yellow,sweet,mango
3,oval,10.8,28.4,red,sweet,cherry
1,round,5.3,9.5,purple,sweet,grape
24.7,round,2876.9,163.1,green,sweet,watermelon
9.1,oval,371.7,156.2,pink,sweet,dragon fruit
3.3,oval,10.5,30.6,red,sweet,cherry
7.7,oval,167.4,75.6,green,sweet,pear
25,round,3110.1,137.9,green,sweet,watermelon
18.8,oval,1386.3,78.1,orange,sweet,papaya
25.6,round,2833.2,153,green,sweet,watermelon
18.5,round,1286.8,94.1,brown,sweet,coconut
5.1,oval,76.8,90.3,brown,tangy,kiwi
3.3,oval,20.8,61.7,red,sweet,strawberry
4.2,round,45.8,76.4,purple,tangy,plum
4.6,oval,73.6,94.1,brown,tangy,kiwi
4.2,round,45.7,69.5,purple,tangy,plum
8.3,round,291.3,93.2,green,sweet,custard apple
3.2,oval,10.9,27.4,red,sweet,cherry
2.9,oval,9.2,27.3,red,sweet,cherry
2.9,oval,19.8,62.9,red,sweet,strawberry
18.1,oval,1489.8,87,orange,sweet,papaya
9.1,oval,260.6,115,yellow,sweet,mango
9.5,oval,380.2,160.6,pink,sweet,dragon fruit
1.1,round,5.4,9.9,purple,sweet,grape
1.9,round,15.8,48,pink,sweet,lychee
1,round,5.3,39.3,blue,sweet,blueberry
5.9,round,139.1,74.9,red,sweet,apple
19.2,round,1166.6,103.5,brown,sweet,coconut
1,round,4.6,37.7,blue,sweet,blueberry
4,round,50.1,73.6,purple,tangy,plum
24.3,round,2827.6,159.3,green,sweet,watermelon
3.1,oval,10.6,30.7,red,sweet,cherry
19,oval,1546.9,87.7,orange,sweet,papaya
27.4,round,2948.2,160.1,green,sweet,watermelon
2.8,oval,18.7,55.3,red,sweet,strawberry
1,round,4.7,43.9,blue,sweet,blueberry
10.6,oval,416.1,158.8,pink,sweet,dragon fruit
7,round,211.3,64.3,green,sour,guava
8.6,round,328.8,93.8,green,sweet,custard apple
8.6,oval,244.3,123.3,yellow,sweet,mango
10.4,oval,399.4,155.5,pink,sweet,dragon fruit
7,round,273.1,129,red,sweet,pomegranate
18.8,round,1134.7,92.9,brown,sweet,coconut
16,oval,1220.7,86.9,brown,tangy,pineapple
5.2,oval,48.5,19.1,orange,tangy,orange
4.6,oval,67.7,91.1,brown,tangy,kiwi
5.1,oval,70.6,101.5,brown,tangy,kiwi
1,round,5.2,41.1,blue,sweet,blueberry
8.5,oval,264,110.3,yellow,sweet,mango
2.9,oval,19.3,61.4,red,sweet,strawberry
0.9,round,4.6,43.6,blue,sweet,blueberry
2.8,oval,19.5,54.4,red,sweet,strawberry
0.9,round,5.2,36.6,blue,sweet,blueberry
4.8,oval,68.4,104.3,brown,tangy,kiwi
9.9,oval,225.3,109.3,yellow,sweet,mango
19.3,round,1247.2,105.4,brown,sweet,coconut
7.5,round,287.5,92.5,green,sweet,custard apple
15.8,oval,1268.9,97,brown,tangy,pineapple
4.9,oval,73,105.2,brown,tangy,kiwi
3.2,oval,21.8,54,red,sweet,strawberry
7.3,oval,191.7,65.8,green,sweet,pear
1,round,4.7,9.2,purple,sweet,grape
8.3,oval,177.3,63.9,green,sweet,pear
22.5,round,3093,136.7,green,sweet,watermelon
22.9,round,2734.9,135.3,green,sweet,watermelon
8.5,oval,189.6,67.2,green,sweet,pear
26,round,2832.1,154.8,green,sweet,watermelon
4.2,round,53.6,68.8,purple,tangy,plum
19.6,round,1277.5,106.6,brown,sweet,coconut
7.5,oval,187.5,64.7,green,sweet,pear
4,round,46.3,64.4,purple,tangy,plum
1.1,round,5,37.7,blue,sweet,blueberry
16.2,oval,1106.3,98.9,brown,tangy,pineapple
7.8,round,297,94.9,green,sweet,custard apple
7.4,round,217.7,62.8,green,sour,guava
4.7,oval,47.1,20.2,orange,tangy,orange
9.4,oval,231.7,126.2,yellow,sweet,mango
5.4,oval,78.9,107.3,brown,tangy,kiwi
1,round,5,38.6,blue,sweet,blueberry
3.8,round,54.3,64.7,purple,tangy,plum
2,round,14.8,50.5,pink,sweet,lychee
7.2,round,301.2,95.2,green,sweet,custard apple
16.9,round,1264.6,106.5,brown,sweet,coconut
7,round,215,55.2,green,sour,guava
4.2,round,46.9,68.2,purple,tangy,plum
6.5,round,228.7,115.3,red,sweet,pomegranate
15.7,oval,1278.7,90.8,brown,tangy,pineapple
18.5,round,1111.9,94.5,brown,sweet,coconut
4.8,oval,53,20.7,orange,tangy,orange
6.4,round,271.3,116.7,red,sweet,pomegranate
2.1,round,14.8,45.3,pink,sweet,lychee
1,round,5.2,42.7,blue,sweet,blueberry
16,oval,1102.2,97.7,brown,tangy,pineapple
2.7,oval,10.8,29.8,red,sweet,cherry
5.5,round,160.6,78.2,red,sweet,apple
17,round,1224.8,94.6,brown,sweet,coconut
6.4,round,244.8,119.9,red,sweet,pomegranate
2.2,round,14,49.7,pink,sweet,lychee
3.9,round,48.2,75.4,purple,tangy,plum
5.9,round,136.2,72.3,red,sweet,apple
16.3,round,1096.6,106.4,brown,sweet,coconut
26,round,3181.2,157.7,green,sweet,watermelon
24.7,round,3020.7,135.3,green,sweet,watermelon
0.9,round,5.4,10.8,purple,sweet,grape
0.9,round,5.2,10.1,purple,sweet,grape
1.1,round,5.4,41.5,blue,sweet,blueberry
9.3,long,109.4,36.4,yellow,sweet,banana
3.6,round,50.3,65.3,purple,tangy,plum
3.2,oval,21.9,59.2,red,sweet,strawberry
13.9,oval,1082.8,91.4,brown,tangy,pineapple
5.8,round,140.1,84.6,red,sweet,apple
5.5,oval,53.7,19.4,orange,tangy,orange
2.8,oval,10.8,27.3,red,sweet,cherry
1,round,4.5,10.7,purple,sweet,grape
3.3,oval,20,59.7,red,sweet,strawberry
9,long,115.5,42.3,yellow,sweet,banana
9.5,oval,437.2,157,pink,sweet,dragon fruit
7.5,round,192,59.1,green,sour,guava
3.1,oval,21.3,54,red,sweet,strawberry
5.4,oval,49.1,21.8,orange,tangy,orange
14.3,oval,1277.5,88.3,brown,tangy,pineapple
10.2,oval,380.4,141.3,pink,sweet,dragon fruit
8,round,297.6,95.3,green,sweet,custard apple
8.3,oval,238.4,111.8,yellow,sweet,mango
18.4,oval,1499.9,83.3,orange,sweet,papaya
7,round,263.3,113.9,red,sweet,pomegranate
9.2,long,109.1,36.7,yellow,sweet,banana
15,oval,1127.4,89.2,brown,tangy,pineapple
8.3,oval,177.7,75.2,green,sweet,pear
7.6,oval,174.5,66.4,green,sweet,pear
4.9,oval,46.6,21.3,orange,tangy,orange
6.3,round,155.7,76.9,red,sweet,apple
7.3,oval,168.6,76.4,green,sweet,pear
24.3,round,2979,154.1,green,sweet,watermelon
10.2,long,108.3,41.6,yellow,sweet,banana
14.3,oval,1171.1,86.6,brown,tangy,pineapple
6,round,163.6,83.5,red,sweet,apple
18.9,round,1145.4,101.4,brown,sweet,coconut
8.8,oval,250,111.5,yellow,sweet,mango
8.6,oval,269.2,123.1,yellow,sweet,mango
7.5,round,219.6,62.1,green,sour,guava
16.4,oval,1260.1,87.8,brown,tangy,pineapple
4,round,51.5,73.3,purple,tangy,plum
14.8,oval,1085.6,84.3,brown,tangy,pineapple
8.9,oval,232.2,113.1,yellow,sweet,mango
7.3,round,181.2,57.1,green,sour,guava
6.4,round,253.8,130.3,red,sweet,pomegranate
20.5,oval,1397.4,77,orange,sweet,papaya
3.7,round,49,64.1,purple,tangy,plum
6.7,round,208,54.4,green,sour,guava
10.3,long,130.9,42.8,yellow,sweet,banana
20.8,oval,1644,85.2,orange,sweet,papaya
19.5,round,1280.5,101,brown,sweet,coconut
0.9,round,5,41.1,blue,sweet,blueberry
8.5,round,290.6,96.3,green,sweet,custard apple
6.6,round,188.7,61.5,green,sour,guava
5.5,oval,46.7,18.4,orange,tangy,orange
7,round,265.7,112.5,red,sweet,pomegranate
5.8,round,155.8,73.9,red,sweet,apple
6.7,round,266.8,115.6,red,sweet,pomegranate
16.6,round,1195.2,108.6,brown,sweet,coconut
9.7,oval,252.4,116,yellow,sweet,mango
24.4,round,2777.2,135.8,green,sweet,watermelon
5.1,oval,80.7,90,brown,tangy,kiwi
8,round,285.9,90.1,green,sweet,custard apple
4.3,round,45.7,64.3,purple,tangy,plum
8.3,round,311,98.6,green,sweet,custard apple
7.4,round,210.4,60.9,green,sour,guava
4.6,oval,70.1,108.2,brown,tangy,kiwi
2.9,oval,18.1,59.4,red,sweet,strawberry
20.2,oval,1457,73.2,orange,sweet,papaya
18.7,round,1080.8,103.9,brown,sweet,coconut
8.3,round,275.7,83.2,green,sweet,custard apple
9.2,oval,385.9,146.9,pink,sweet,dragon fruit
7.3,round,229.7,129.8,red,sweet,pomegranate
10.6,oval,394.7,160.1,pink,sweet,dragon fruit
18.2,oval,1519.2,78.6,orange,sweet,papaya
20.4,oval,1571.4,83.1,orange,sweet,papaya
14.5,oval,1205.3,97.6,brown,tangy,pineapple
3.2,oval,10.6,30.5,red,sweet,cherry
0.9,round,4.9,43.9,blue,sweet,blueberry
8.5,oval,186,77,green,sweet,pear
8,round,287.2,90.2,green,sweet,custard apple
8.7,oval,170.6,65.6,green,sweet,pear
26.8,round,2899,141.8,green,sweet,watermelon
24,round,2819.5,151.8,green,sweet,watermelon
21.1,oval,1544.2,74.9,orange,sweet,papaya
6.4,round,231.6,125.5,red,sweet,pomegranate
1,round,5.3,10.8,purple,sweet,grape
9.1,oval,269.1,131.1,yellow,sweet,mango
